O*NET-SOC Code,Title,Description,Task ID,Task,Task Type,Incumbents Responding,importance,relevance,frequency_weighted_mean,frequency_response_mass,task_intensity,n_dwa_links,dwa_element_ids,Date,Domain Source
11-1021.00,General and Operations Managers,"Plan, direct, or coordinate the operations of public or private sector organizations, overseeing multiple departments or locations. Duties and responsibilities include formulating policies, managing daily operations, and planning the use of materials and human resources, but are too diverse and general in nature to be classified in any one functional area of management or administration, such as personnel, purchasing, or administrative services. Usually manage through subordinate supervisors. Excludes First-Line Supervisors.",949,Plan store layouts or design displays.,Supplemental,82.0,2.92,51.62,2.8430686137227443,99.98,1.507304,1,4.A.3.b.2.b.1,08/2023,Incumbent
11-1021.00,General and Operations Managers,"Plan, direct, or coordinate the operations of public or private sector organizations, overseeing multiple departments or locations. Duties and responsibilities include formulating policies, managing daily operations, and planning the use of materials and human resources, but are too diverse and general in nature to be classified in any one functional area of management or administration, such as personnel, purchasing, or administrative services. Usually manage through subordinate supervisors. Excludes First-Line Supervisors.",948,"Recommend locations for new facilities, or oversee the remodeling or renovating of current facilities.",Supplemental,82.0,2.79,49.78,1.8479000000000005,100.0,1.388862,3,4.A.2.b.1.h.5; 4.A.4.b.4.i.7; 4.A.4.b.6.e.7,08/2023,Incumbent
11-1031.00,Legislators,"Develop, introduce, or enact laws and statutes at the local, tribal, state, or federal level. Includes only workers in elected positions.",15267,Analyze and understand the local and national implications of proposed legislation.,,,,,,,,1,4.A.2.a.4.i.3,06/2006,Analyst
11-1031.00,Legislators,"Develop, introduce, or enact laws and statutes at the local, tribal, state, or federal level. Includes only workers in elected positions.",15268,"Appoint nominees to leadership posts, or approve such appointments.",,,,,,,,1,4.A.4.c.2.a.3,06/2006,Analyst
11-1031.00,Legislators,"Develop, introduce, or enact laws and statutes at the local, tribal, state, or federal level. Includes only workers in elected positions.",15269,Confer with colleagues to formulate positions and strategies pertaining to pending issues.,,,,,,,,1,4.A.4.a.2.c.14,06/2006,Analyst
11-1031.00,Legislators,"Develop, introduce, or enact laws and statutes at the local, tribal, state, or federal level. Includes only workers in elected positions.",15270,"Debate the merits of proposals and bill amendments during floor sessions, following the appropriate rules of procedure.",,,,,,,,1,4.A.1.a.1.c.6,06/2006,Analyst
11-1031.00,Legislators,"Develop, introduce, or enact laws and statutes at the local, tribal, state, or federal level. Includes only workers in elected positions.",15271,Develop expertise in subject matters related to committee assignments.,,,,,,,,1,4.A.2.b.3.a.8,06/2006,Analyst
11-1031.00,Legislators,"Develop, introduce, or enact laws and statutes at the local, tribal, state, or federal level. Includes only workers in elected positions.",15272,"Hear testimony from constituents, representatives of interest groups, board and commission members, and others with an interest in bills or issues under consideration.",,,,,,,,2,4.A.1.a.1.c.6; 4.A.1.a.1.n.2,06/2006,Analyst
11-1031.00,Legislators,"Develop, introduce, or enact laws and statutes at the local, tribal, state, or federal level. Includes only workers in elected positions.",15273,"Keep abreast of the issues affecting constituents by making personal visits and phone calls, reading local newspapers, and viewing or listening to local broadcasts.",,,,,,,,1,4.A.2.b.3.a.8,06/2006,Analyst
11-1031.00,Legislators,"Develop, introduce, or enact laws and statutes at the local, tribal, state, or federal level. Includes only workers in elected positions.",15274,Maintain knowledge of relevant national and international current events.,,,,,,,,1,4.A.2.b.3.a.8,06/2006,Analyst
11-1031.00,Legislators,"Develop, introduce, or enact laws and statutes at the local, tribal, state, or federal level. Includes only workers in elected positions.",15275,"Make decisions that balance the perspectives of private citizens, public officials, and party leaders.",,,,,,,,4,4.A.1.a.1.n.5; 4.A.2.a.4.g.12; 4.A.2.b.1.i.1; 4.A.2.b.1.i.6,06/2006,Analyst
11-1031.00,Legislators,"Develop, introduce, or enact laws and statutes at the local, tribal, state, or federal level. Includes only workers in elected positions.",15276,"Negotiate with colleagues or members of other political parties in order to reconcile differing interests, and to create policies and agreements.",,,,,,,,1,4.A.4.b.1.c.6,06/2006,Analyst
11-1031.00,Legislators,"Develop, introduce, or enact laws and statutes at the local, tribal, state, or federal level. Includes only workers in elected positions.",15277,"Prepare drafts of amendments, government policies, laws, rules, regulations, budgets, programs and procedures.",,,,,,,,1,4.A.2.b.4.b.1,06/2006,Analyst
11-1031.00,Legislators,"Develop, introduce, or enact laws and statutes at the local, tribal, state, or federal level. Includes only workers in elected positions.",15278,Read and review concerns of constituents or the general public and determine if governmental action is necessary.,,,,,,,,1,4.A.4.a.8.c.5,06/2006,Analyst
11-1031.00,Legislators,"Develop, introduce, or enact laws and statutes at the local, tribal, state, or federal level. Includes only workers in elected positions.",15279,"Represent their parties in negotiations with political executives or members of other parties, and when speaking with the media.",,,,,,,,1,4.A.4.b.1.c.9,06/2006,Analyst
11-1031.00,Legislators,"Develop, introduce, or enact laws and statutes at the local, tribal, state, or federal level. Includes only workers in elected positions.",15280,"Review bills in committee, and make recommendations about their future.",,,,,,,,1,4.A.4.b.6.e.7,06/2006,Analyst
11-1031.00,Legislators,"Develop, introduce, or enact laws and statutes at the local, tribal, state, or federal level. Includes only workers in elected positions.",15281,Seek federal funding for local projects and programs.,,,,,,,,1,4.A.3.b.6.g.4,06/2006,Analyst
11-1031.00,Legislators,"Develop, introduce, or enact laws and statutes at the local, tribal, state, or federal level. Includes only workers in elected positions.",15282,"Serve on commissions, investigative panels, study groups, and committees in order to examine specialized areas and recommend action.",,,,,,,,1,4.A.4.b.1.c.9,06/2006,Analyst
