O*NET-SOC Code,Title,Description,ai_exposure_score,workforce_strategy_category,digital_intensity,cognitive_complexity,human_interaction,physical_work
15-1211.01,Health Informatics Specialists,"Apply knowledge of nursing and informatics to assist in the design, development, and ongoing modification of computerized health care systems. May educate staff and assist in problem solving to promote the implementation of the health care system.",0.6886219846339807,AI-Augmentable Knowledge Work,0.8441657262430398,0.7733830198367808,0.6386926882469744,0.22436811929692332
15-1212.00,Information Security Analysts,"Plan, implement, upgrade, or monitor security measures for the protection of computer networks and information. Assess system vulnerabilities for security risks and propose and implement risk mitigation strategies. May ensure appropriate security controls are in place that will safeguard digital files and vital electronic infrastructure. May respond to computer security breaches and viruses.",0.7229044698094008,Mixed / Transitional,0.814223424629516,0.6627337350278003,0.42577426198144747,0.15956501843826543
15-1221.00,Computer and Information Research Scientists,"Conduct research into fundamental computer and information science as theorists, designers, or inventors. Develop solutions to problems in the field of computer hardware and software.",0.7478580615197046,AI-Augmentable Knowledge Work,0.8908840411183245,0.7793794414449801,0.49739264802118766,0.1814385884632984
15-1231.00,Computer Network Support Specialists,"Analyze, test, troubleshoot, and evaluate existing network systems, such as local area networks (LAN), wide area networks (WAN), cloud networks, servers, and other data communications networks. Perform network maintenance to ensure networks operate correctly with minimal interruption.",0.6152444045102349,Mixed / Transitional,0.7361911484324604,0.5974512581748278,0.4976345067435172,0.37503028182283116
15-1232.00,Computer User Support Specialists,"Provide technical assistance to computer users. Answer questions or resolve computer problems for clients in person, via telephone, or electronically. May provide assistance concerning the use of computer hardware and software, including printing, installation, word processing, electronic mail, and operating systems.",0.6127354842170322,Mixed / Transitional,0.8080302165620402,0.5952390567085368,0.5772297616399926,0.37509757476245587
15-1241.00,Computer Network Architects,"Design and implement computer and information networks, such as local area networks (LAN), wide area networks (WAN), intranets, extranets, and other data communications networks. Perform network modeling, analysis, and planning, including analysis of capacity needs for network infrastructures. May also design network and computer security measures. May research and recommend network and data communications hardware and software.",0.6773909409075964,AI-Augmentable Knowledge Work,0.782880142114816,0.6884676787954214,0.453064238163273,0.3087198191165783
15-1241.01,Telecommunications Engineering Specialists,"Design or configure wired, wireless, and satellite communications systems for voice, video, and data services. Supervise installation, service, and maintenance.",0.6368196888968014,Mixed / Transitional,0.768913242165878,0.5786202912804537,0.4733254892800835,0.32692928857904224
15-1242.00,Database Administrators,"Administer, test, and implement computer databases, applying knowledge of database management systems. Coordinate changes to computer databases. Identify, investigate, and resolve database performance issues, database capacity, and database scalability. May plan, coordinate, and implement security measures to safeguard computer databases.",0.7136443139419879,Mixed / Transitional,0.769994908124545,0.6703329929127724,0.488529170746473,0.09722147452289304
15-1243.00,Database Architects,"Design strategies for enterprise databases, data warehouse systems, and multidimensional networks. Set standards for database operations, programming, query processes, and security. Model, design, and construct large relational databases or data warehouses. Create and optimize data models for warehouse infrastructure and workflow. Integrate new systems with existing warehouse structure and refine system performance and functionality.",0.743707865061357,Mixed / Transitional,0.8323314067164125,0.6592011353119944,0.47522844309223045,0.04147263869074855
15-1243.01,Data Warehousing Specialists,"Design, model, or implement corporate data warehousing activities. Program and configure warehouses of database information and provide support to warehouse users.",0.7476904181605895,Mixed / Transitional,0.7803592346739555,0.6261482194891769,0.40150323084919104,0.01424255067158356
15-1244.00,Network and Computer Systems Administrators,"Install, configure, and maintain an organization's local area network (LAN), wide area network (WAN), data communications network, operating systems, and physical and virtual servers. Perform system monitoring and verify the integrity and availability of hardware, network, and server resources and systems. Review system and application logs and verify completion of scheduled jobs, including system backups. Analyze network and server resource consumption and control user access. Install and upgrade software and maintain software licenses. May assist in network modeling, analysis, planning, and coordination between network and data communications hardware and software.",0.654924749284086,Mixed / Transitional,0.7616144105796585,0.6579577432987006,0.46511096999064927,0.33476218675136604
15-1251.00,Computer Programmers,"Create, modify, and test the code and scripts that allow computer applications to run. Work from specifications drawn up by software and web developers or other individuals. May develop and write computer programs to store, locate, and retrieve specific documents, data, and information.",0.7358813305790735,Mixed / Transitional,0.865452912309609,0.6502758933724183,0.42966021400555526,0.14254326936017872
15-1252.00,Software Developers,"Research, design, and develop computer and network software or specialized utility programs. Analyze user needs and develop software solutions, applying principles and techniques of computer science, engineering, and mathematical analysis. Update software or enhance existing software capabilities. May work with computer hardware engineers to integrate hardware and software systems, and develop specifications and performance requirements. May maintain databases within an application area, working individually or coordinating database development as part of a team.",0.7248232581006552,Mixed / Transitional,0.812315044060456,0.6424970135522565,0.4521738931813443,0.10334513202874751
15-1253.00,Software Quality Assurance Analysts and Testers,"Develop and execute software tests to identify software problems and their causes. Test system modifications to prepare for implementation. Document software and application defects using a bug tracking system and report defects to software or web developers. Create and maintain databases of known defects. May participate in software design reviews to provide input on functional requirements, operational characteristics, product designs, and schedules.",0.7228000146970761,Mixed / Transitional,0.8658748514273699,0.6566112860482084,0.5549355093890046,0.0763505692982692
